path_length,expanded_nodes_num
75.14213562373095,3134
96.08326112068517,2574
49.87005768508881,2610
72.15432893255065,2695
70.25483399593902,2610
75.49747468305829,2707
46.76955262170047,3148
59.455844122715696,3158
107.52691193458116,3027
64.01219330881972,3376
88.84062043356592,3154
49.1126983722081,2032
56.52691193458117,2367
64.74011537017759,3253
56.21320343559643,2988
46.31370849898474,2919
56.66904755831211,3315
36.112698372208094,2345
53.35533905932736,2584
55.89949493661165,3132
59.25483399593902,2693
68.84062043356592,3129
37.87005768508882,2412
58.45584412271569,2347
70.18376618407356,1947
47.384776310850235,2088
56.55634918610402,3078
50.04163056034261,1907
54.426406871192825,2069
40.213203435596434,2618
57.769552621700456,2595
55.213203435596434,2938
74.94112549695427,2649
47.04163056034262,3506
40.55634918610406,2736
81.35533905932738,3077
38.79898987322334,2457
60.94112549695426,2372
62.14213562373095,2694
35.1126983722081,2538
70.79898987322332,3020
54.42640687119282,2200
32.798989873223334,2191
80.52691193458118,2991
38.798989873223334,2410
107.42640687119281,2796
78.59797974644664,3448
36.112698372208094,2334
40.38477631085023,2652
60.48528137423857,2715
47.59797974644665,2416
50.14213562373095,1982
55.08326112068521,2343
43.48528137423857,2444
64.84062043356592,2848
82.59797974644663,1914
70.4558441227157,2974
89.4264068711928,2372
39.071067811865476,2329
77.4974746830583,3261
61.698484809834994,2941
34.041630560342625,2271
70.76955262170046,3037
69.8406204335659,2192
16.071067811865476,212
50.42640687119284,2948
57.79898987322333,3087
76.52691193458116,2975
59.769552621700456,2859
45.35533905932736,2429
106.08326112068518,2760
52.94112549695427,2052
47.62741699796953,2244
103.74011537017755,2435
57.870057685088796,2952
115.91168824543136,3156
66.72792206135786,3262
63.87005768508878,2768
49.59797974644664,2352
54.112698372208094,2783
104.98275605729681,3154
42.798989873223334,2346
56.041630560342604,3149
52.38477631085024,2606
52.2842712474619,2742
53.35533905932738,2260
40.79898987322333,2407
43.798989873223334,2631
81.52691193458115,2896
37.041630560342625,2158
43.31370849898475,2237
69.69848480983497,2837
64.1126983722081,2960
48.79898987322334,3043
61.52691193458118,3268
50.87005768508882,2984
51.35533905932735,1930
67.11269837220806,3340
